ID,w3-assessment-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w4-assessment-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13
890,4,85,1,1,2,2,2,2,2,1,1,2,2,2,2,4,0,1,1,1,2,2,2,2,2,2,2,2,2,2
891,2,34,1,1,1,1,2,1,1,1,2,1,1,2,1,3,58,2,2,2,2,2,2,2,2,2,1,1,2,2
892,4,96,1,2,1,2,2,2,2,1,2,2,2,2,2,2,116,2,2,1,2,2,2,1,2,1,1,1,1,1
893,2,95,1,2,2,2,2,1,2,1,1,1,1,2,1,2,13,1,2,1,2,2,1,1,1,1,1,1,1,2
894,4,44,2,2,2,2,2,2,2,2,2,2,2,2,2,4,25,2,2,2,2,2,2,2,2,2,2,2,2,1
895,2,30,2,2,1,2,2,1,2,1,1,1,1,1,1,4,0,2,2,2,2,2,1,1,1,1,2,2,2,1
896,3,145,1,1,1,1,2,1,1,1,1,2,1,1,0,3,119,2,2,2,2,2,2,2,2,2,2,2,2,1
897,3,82,2,2,2,2,2,2,2,1,2,2,2,2,2,4,33,2,2,2,2,2,2,2,2,2,2,2,2,2
898,2,4,1,1,1,2,1,2,1,1,2,2,1,2,1,3,15,1,1,1,1,2,2,2,1,1,2,2,2,2
899,2,47,2,2,2,2,1,2,2,2,2,2,2,2,2,3,35,2,1,2,2,1,1,2,1,2,1,1,1,1
900,2,118,1,2,1,2,1,2,1,1,1,1,1,1,2,2,70,1,1,1,1,1,1,1,1,1,1,1,0,1
901,3,60,1,1,2,2,1,2,1,1,1,1,1,1,1,4,18,2,2,2,2,2,2,2,1,2,2,2,2,2
902,3,60,1,1,1,2,1,1,2,1,2,1,1,2,1,3,17,1,1,1,1,1,0,1,1,0,1,0,0,0
903,3,61,2,2,2,2,2,2,2,2,2,2,1,2,2,4,76,2,2,2,2,2,2,2,2,2,2,2,2,2
904,4,35,2,2,2,2,2,2,2,2,2,2,2,2,2,3,43,2,2,2,2,2,2,2,2,2,2,2,2,2
905,2,69,1,2,1,1,2,2,2,2,2,2,2,2,2,3,71,2,2,1,1,2,2,2,2,2,1,1,1,1
906,3,120,1,2,2,2,2,2,2,2,2,2,2,2,1,4,53,2,2,2,2,2,2,2,2,2,2,2,2,1
907,2,46,1,1,1,1,1,2,2,2,2,2,1,0,1,3,25,1,1,1,1,2,1,2,2,1,1,1,2,1
908,3,152,1,2,2,1,2,2,2,2,2,2,1,2,2,3,86,2,2,1,1,1,2,2,2,2,1,2,2,2
909,3,69,1,1,0,1,1,2,2,2,1,1,2,1,1,2,0,1,1,1,0,1,1,0,1,1,1,1,1,1
910,2,11,2,2,2,2,2,2,2,1,2,1,1,1,1,2,38,1,2,2,2,2,2,2,1,2,2,1,1,1
911,3,0,2,2,2,1,1,1,1,1,1,1,1,1,1,3,7,2,2,1,2,2,2,2,1,1,2,2,1,2
912,3,66,1,2,2,2,2,2,2,2,2,1,2,1,1,3,81,1,1,1,2,2,2,2,1,2,2,1,1,1
913,1,62,1,1,1,1,0,1,1,1,0,2,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
914,2,6,0,2,2,1,1,1,1,1,1,1,2,1,1,3,0,1,1,1,1,1,1,2,1,2,1,1,1,1
915,3,63,2,2,2,2,2,1,2,1,1,1,2,1,1,2,76,2,2,1,1,2,2,1,1,2,1,2,1,1
916,4,94,2,2,1,2,2,2,2,2,2,2,2,1,1,2,64,2,1,2,1,2,1,1,1,1,1,1,0,1
917,2,132,2,2,1,2,2,2,2,2,2,2,2,2,2,2,117,1,1,1,1,2,1,1,1,1,1,1,1,2
918,4,66,2,2,1,2,1,1,1,1,1,2,2,2,0,3,102,2,2,2,2,2,2,2,2,2,2,1,1,1
919,2,49,1,2,1,1,2,1,1,2,2,1,1,1,1,3,54,1,2,2,1,2,1,1,0,1,2,1,0,1
920,3,66,2,2,1,2,2,2,2,2,2,2,1,1,2,4,84,2,2,2,2,2,2,2,2,2,2,2,2,2
921,3,76,2,2,1,2,1,2,2,2,2,2,2,2,2,3,67,2,2,2,2,2,2,1,2,1,2,2,1,2
922,3,75,2,1,1,1,1,2,1,1,1,2,2,1,1,3,70,2,2,1,2,2,2,1,2,2,1,2,1,1
923,2,80,2,2,1,2,1,2,2,1,2,2,2,2,1,4,85,2,2,2,2,2,2,2,2,2,2,2,2,2
924,3,85,2,2,1,2,2,2,2,1,2,1,1,2,2,3,45,2,2,2,2,1,1,1,1,1,2,1,2,2
925,4,53,1,2,2,1,2,2,2,2,1,2,2,2,2,4,24,2,2,2,2,2,2,1,2,2,1,2,1,1
926,3,0,2,2,1,1,1,1,2,1,1,1,2,1,1,2,25,1,1,1,1,1,1,1,1,1,1,1,0,1
927,3,88,2,2,2,2,1,2,2,1,2,2,1,2,1,3,43,2,2,2,2,2,1,2,1,1,2,1,1,1
928,2,0,1,2,2,2,2,1,1,1,2,2,2,1,2,3,39,1,1,1,1,2,1,2,1,1,2,1,1,1
929,4,80,2,2,2,2,2,1,1,1,1,2,1,2,1,3,80,2,2,2,2,2,2,1,2,2,2,2,2,1
930,4,94,1,2,2,2,2,2,1,2,2,2,1,2,1,3,85,1,2,2,2,2,2,1,2,2,1,1,1,1
931,2,51,0,1,1,1,1,2,2,1,2,2,2,1,1,3,24,1,1,1,1,1,1,1,1,1,1,1,1,1
932,3,70,2,1,1,1,2,2,2,2,2,2,1,2,1,4,126,2,2,2,2,2,2,2,2,2,2,2,2,1
933,3,21,1,2,1,2,2,2,2,2,1,2,1,2,2,3,22,2,2,1,2,2,2,2,2,2,2,2,2,2
934,2,82,0,0,0,1,1,1,0,0,1,1,1,1,1,2,49,1,1,1,1,2,1,1,1,1,1,1,1,2
935,3,22,1,1,1,1,1,1,2,2,1,2,2,1,1,2,30,1,1,1,1,1,2,1,1,1,1,1,1,1
936,3,53,1,2,2,1,1,2,1,1,2,2,1,1,1,4,32,2,2,2,2,2,2,2,2,2,2,2,2,2
937,3,83,2,2,2,1,1,1,2,1,2,1,1,1,1,3,49,2,2,2,1,1,2,2,1,1,1,1,1,1
938,3,0,2,2,2,2,2,1,1,1,2,1,2,1,2,4,0,2,1,2,2,2,1,1,2,1,2,1,1,1
939,2,126,0,1,1,1,1,0,1,1,1,1,0,1,1,3,92,2,2,2,2,1,2,1,2,1,1,1,1,1
940,3,69,1,2,2,1,1,2,1,2,2,2,2,2,1,4,85,2,2,2,2,2,2,2,2,2,2,2,2,2
941,3,39,2,1,1,2,2,2,2,1,2,2,2,2,2,4,54,2,2,2,2,2,1,2,1,1,1,1,1,2
942,3,0,2,2,2,2,2,2,2,2,1,1,1,1,2,3,63,2,1,2,1,1,1,1,1,1,1,2,0,1
943,3,52,2,1,1,2,2,2,2,2,2,2,1,2,1,4,62,2,2,2,2,2,2,2,1,2,2,2,2,2
944,3,75,2,1,1,1,1,1,1,2,1,1,2,1,1,3,95,2,2,2,2,2,2,2,2,2,1,2,2,2
945,2,112,2,1,1,1,1,1,1,1,1,1,1,1,1,3,74,2,1,2,2,1,2,2,1,1,1,1,1,2
946,3,38,2,2,2,2,2,2,2,2,2,2,2,1,2,4,42,2,2,2,2,2,2,2,2,2,2,1,2,2
947,2,111,1,1,2,1,2,2,1,1,2,1,1,2,1,3,0,2,2,2,2,2,1,2,2,2,2,2,2,2
948,3,56,2,2,1,2,1,2,1,1,2,2,2,2,2,3,9,2,2,2,2,2,2,2,2,2,2,1,1,1
949,4,20,2,2,2,2,2,2,2,2,2,1,2,2,2,4,20,2,2,2,2,2,2,2,2,2,2,2,1,2
950,4,17,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,2,2,2,1,2,2,2,2,2,2,2,2,2
951,2,48,1,1,1,1,0,1,2,0,2,1,1,1,1,2,55,0,1,1,1,1,1,1,1,1,1,0,1,1
952,3,0,1,2,2,2,2,2,2,2,2,1,2,2,2,4,37,2,2,2,2,2,2,2,2,2,2,2,2,2
953,2,54,2,2,2,2,2,2,2,1,2,2,2,2,1,3,77,2,2,2,2,2,2,2,2,2,2,2,2,2
954,4,66,2,2,2,2,1,1,2,1,1,2,2,1,1,3,102,2,2,1,2,2,2,1,1,1,2,1,2,1
955,2,103,1,2,1,1,1,1,2,1,2,1,1,2,2,2,15,1,2,2,2,1,1,1,1,1,1,1,0,1
956,3,67,2,2,2,2,2,2,2,2,2,2,2,2,2,3,62,2,2,1,2,2,2,1,2,1,1,1,2,1
957,3,111,2,2,2,2,1,2,2,2,2,1,2,1,1,4,82,2,2,2,2,2,2,2,2,2,2,1,1,1
958,3,64,1,1,2,2,2,2,2,2,2,2,2,2,2,4,28,1,2,2,2,2,2,2,2,2,2,2,1,2
959,3,79,0,1,2,2,2,2,1,1,1,1,1,1,1,3,35,1,2,2,2,2,2,2,1,1,2,1,1,1
960,4,81,1,2,2,2,2,2,2,2,2,2,2,2,2,4,33,2,2,2,2,2,2,2,2,2,2,2,2,2
961,4,82,1,1,1,2,2,2,2,2,2,1,1,1,2,4,63,2,2,2,2,2,2,2,2,2,2,2,2,2
962,3,22,2,2,2,1,2,2,1,2,2,1,2,2,2,4,39,2,2,2,2,2,2,1,2,2,1,2,2,2
963,2,69,1,1,1,1,1,2,2,2,2,1,2,2,2,3,79,2,1,1,2,2,2,2,2,1,2,1,1,1
964,3,104,2,1,2,1,1,1,1,1,1,1,1,0,0,3,34,1,2,1,1,1,1,1,1,1,1,1,1,1
965,3,62,2,1,2,1,1,1,1,2,2,1,1,2,1,2,27,1,1,1,1,1,1,2,1,2,1,1,1,1
966,3,36,2,2,1,2,2,1,2,2,1,2,2,2,2,3,32,2,1,2,2,2,2,2,2,2,2,2,2,2
967,3,73,2,2,2,2,2,2,2,2,2,2,2,2,2,4,23,2,2,2,2,1,2,2,2,2,2,1,2,2
968,3,83,1,0,2,1,1,1,1,1,1,1,0,1,1,3,33,2,2,2,2,1,2,1,1,2,2,1,2,2
969,3,91,2,2,1,2,2,2,2,1,2,2,2,1,1,3,9,2,2,2,2,2,2,2,2,2,1,1,2,2
970,2,105,2,2,1,2,1,2,2,2,2,2,2,1,2,3,62,2,2,1,2,1,2,2,2,2,2,1,1,1
971,2,172,2,2,1,1,2,2,2,2,1,1,2,0,2,3,92,2,1,1,1,2,2,2,2,1,1,1,1,2
972,3,120,2,2,2,2,1,1,2,2,2,2,1,2,2,2,84,2,2,2,2,2,1,2,2,1,2,2,2,2
973,3,120,1,2,1,1,2,2,2,2,2,0,1,2,2,4,95,2,2,2,2,1,2,2,2,2,2,1,1,2
974,4,80,2,2,2,2,2,2,2,2,2,2,2,1,0,4,64,2,2,2,2,2,2,2,1,2,2,1,1,1
975,3,100,2,2,1,2,2,2,2,2,2,2,2,2,1,3,95,1,1,2,2,1,1,1,1,1,1,1,1,2
976,4,141,2,2,2,2,1,1,1,2,1,2,2,1,2,4,67,2,2,2,2,2,2,2,2,2,1,1,2,2
977,4,83,1,1,2,2,2,1,2,2,1,2,1,1,1,3,43,2,2,2,2,2,2,2,1,2,2,2,2,2
978,3,13,2,2,2,2,2,2,2,2,2,2,2,1,1,3,37,1,1,2,2,2,2,2,1,2,2,1,1,2
979,4,97,1,2,1,2,2,1,2,1,2,2,2,1,2,4,31,2,2,2,1,1,2,1,2,2,2,2,2,2
980,3,79,2,2,2,2,2,1,2,1,2,2,1,2,1,4,30,2,2,2,2,2,2,2,2,2,2,2,2,2
981,4,119,2,2,2,2,2,2,2,2,2,1,2,2,2,4,68,2,2,2,2,2,2,2,2,2,2,2,2,2
982,2,86,0,1,2,2,1,2,2,1,2,1,1,1,1,3,72,1,1,1,2,2,1,2,1,2,1,1,0,1
983,3,79,2,1,1,1,2,2,2,2,2,2,2,2,2,4,76,2,2,2,2,2,2,2,2,1,2,2,2,2
984,2,121,2,2,2,1,1,2,1,2,1,2,2,2,2,4,29,2,2,2,2,2,2,2,2,1,1,2,2,1
985,3,66,2,2,2,2,2,2,2,2,2,1,2,2,1,4,62,2,2,2,2,2,2,2,2,2,2,2,2,2
986,3,66,2,1,1,2,2,2,2,2,2,1,2,2,2,4,65,2,1,2,2,2,2,2,2,2,2,2,2,2
987,3,72,2,2,2,2,2,1,1,1,1,2,2,2,1,3,87,2,2,2,2,2,2,2,1,2,1,2,2,1
988,1,48,1,2,2,2,1,2,2,2,2,2,1,1,1,4,41,1,1,2,2,1,2,2,1,2,2,1,1,1
989,3,152,2,2,2,2,1,2,2,2,2,2,1,1,1,3,72,2,1,1,1,2,2,1,2,2,2,1,1,1
990,3,0,1,2,2,1,1,2,1,1,2,2,1,2,2,3,0,1,2,1,2,1,1,1,1,1,1,2,1,1
991,3,142,2,2,2,2,2,1,2,1,2,2,2,2,2,3,29,2,2,2,2,2,2,2,2,2,2,2,2,2
992,3,96,1,2,1,2,2,1,2,1,1,2,1,1,1,3,57,2,2,1,2,2,2,2,2,2,2,2,2,2
993,4,46,2,2,2,2,2,2,2,1,2,2,2,2,1,3,55,1,2,1,2,1,1,1,1,1,1,1,1,0
994,2,57,1,1,1,2,1,2,2,2,2,2,2,1,2,3,40,1,2,2,2,2,1,1,2,1,1,1,2,2
995,4,40,2,2,2,2,2,2,2,2,2,2,2,2,2,4,67,2,2,2,2,2,2,2,2,2,2,2,2,2
996,2,0,1,2,2,2,1,2,2,1,2,2,2,2,2,4,49,1,1,1,2,2,2,2,2,2,2,2,1,2
997,1,76,1,1,1,1,1,1,1,1,1,1,1,1,1,2,78,1,2,1,1,1,2,1,2,1,1,1,2,2
998,2,49,1,2,2,2,2,1,2,1,2,2,1,1,0,3,54,1,2,2,2,2,2,2,1,2,2,2,1,2
999,3,85,2,2,2,1,2,2,2,2,1,2,2,2,2,4,43,0,1,2,1,1,1,2,2,2,1,1,1,1
1000,4,84,2,1,2,1,1,1,1,1,1,1,1,2,1,3,23,1,2,1,1,2,1,1,1,2,2,1,2,1
1001,2,104,1,2,2,2,2,2,2,1,2,1,2,2,1,3,57,1,2,2,2,2,2,2,2,2,2,2,1,2
1002,2,16,1,1,2,2,2,1,1,1,1,1,0,2,1,3,0,1,1,1,1,2,1,1,2,2,2,1,1,1
1003,2,42,1,1,1,1,1,0,1,1,1,1,1,2,2,3,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,4,79,2,2,2,2,2,2,2,2,2,2,2,2,2,4,9,2,2,2,2,2,2,2,2,2,2,2,2,2
1005,2,189,1,1,0,2,1,1,2,1,1,1,1,2,1,3,82,1,2,1,1,2,1,1,1,1,1,1,1,1
1006,2,66,1,1,1,1,1,1,1,0,1,1,0,1,0,2,69,0,1,1,1,1,0,1,0,1,0,1,1,0
1007,2,87,1,2,1,2,0,1,2,1,2,2,1,1,1,3,54,1,2,2,2,1,1,1,1,2,1,1,1,2
1008,1,74,1,2,0,1,1,1,1,1,1,0,1,0,1,3,58,1,1,1,1,2,1,1,2,1,1,1,2,1
1009,3,92,2,1,1,1,2,2,1,1,1,1,2,1,1,3,56,2,1,1,2,2,2,1,2,1,1,1,1,1
1010,3,60,2,2,1,1,2,1,2,2,2,1,2,1,1,2,76,1,2,1,2,1,1,2,1,1,2,1,1,2
1011,4,125,2,1,1,2,1,2,2,1,1,2,2,2,2,2,48,2,2,1,2,1,2,1,1,1,1,2,1,1
1012,3,104,2,2,1,2,2,2,1,2,2,1,2,2,2,4,65,2,2,2,2,2,2,2,2,2,2,2,2,2
1013,2,72,1,1,1,1,1,2,2,2,2,1,1,2,1,3,65,1,1,1,1,1,1,1,1,1,1,2,1,2
1014,3,103,2,2,2,2,1,2,2,2,2,1,2,1,2,3,78,1,1,1,2,2,2,2,1,2,1,1,1,1
1015,2,62,0,1,2,2,0,2,2,2,2,2,1,2,2,3,72,0,1,1,2,1,2,2,2,2,2,2,2,2
1016,2,27,1,1,1,2,1,1,2,1,1,1,1,1,1,2,26,1,1,1,1,1,1,1,1,2,1,1,1,2
1017,2,56,2,2,1,2,1,1,2,2,1,1,1,1,2,3,60,2,1,1,1,1,1,1,1,1,2,2,1,1
1018,4,143,2,2,2,2,2,2,2,2,2,1,1,1,1,4,73,2,2,2,2,2,2,2,2,2,2,1,1,1
1019,4,66,2,2,2,1,2,2,2,2,2,2,2,2,2,4,37,2,2,2,2,2,2,2,2,2,2,2,2,2
1020,2,110,1,2,2,1,1,1,1,2,1,1,1,1,2,3,37,1,1,2,2,2,2,1,1,1,1,1,1,1
1021,2,125,1,1,1,0,1,1,1,1,2,2,1,2,1,4,112,1,2,2,2,2,2,2,2,2,2,1,1,2
1022,3,69,2,2,1,2,2,2,2,1,1,1,2,2,2,3,54,1,2,2,2,2,1,1,1,1,1,1,1,1
1023,2,51,1,1,1,1,0,1,0,1,1,2,1,1,1,3,62,1,1,2,2,1,1,2,1,1,1,1,1,0
1024,3,54,2,2,2,1,2,2,2,1,2,2,2,1,2,3,102,2,2,2,2,2,2,2,1,1,1,2,1,2
1025,4,70,2,2,2,2,1,2,2,1,1,1,2,1,1,4,24,1,1,2,1,1,1,1,1,1,0,1,1,1
1026,2,38,1,1,1,2,1,1,1,1,1,2,1,2,0,3,21,1,2,1,2,2,1,2,1,1,1,1,1,1
1027,3,9,1,2,1,1,1,2,2,2,2,2,2,1,2,3,8,1,1,1,2,2,2,2,2,2,2,2,2,2
1028,3,141,2,1,1,1,1,2,1,2,2,2,2,2,1,3,94,1,1,2,2,1,1,1,1,1,1,1,1,0
1029,2,52,2,2,1,1,1,1,1,1,1,1,2,2,0,2,76,1,1,1,1,1,1,1,1,1,1,1,1,1
1030,3,0,1,2,2,2,2,2,2,2,2,1,2,1,2,3,10,2,2,2,1,2,1,1,1,1,2,2,1,2
1031,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2,4,0,1,1,1,2,1,1,2,1,1,2,2,1,1
1032,4,57,1,2,2,2,2,2,2,2,2,2,2,2,2,4,54,2,2,2,2,2,2,2,2,2,2,2,2,2
1033,2,118,1,2,1,2,2,1,2,2,2,2,1,2,1,3,77,1,2,2,2,2,1,2,2,2,2,1,1,2
1034,1,72,1,0,0,1,1,1,1,1,1,1,1,1,1,2,73,2,1,1,1,2,1,1,1,1,1,1,0,1
1035,4,58,2,2,2,2,2,2,2,2,2,2,2,2,2,4,29,2,2,2,2,2,2,2,2,2,2,2,2,2
1036,3,32,2,2,2,1,1,2,1,2,1,1,2,2,1,3,34,1,1,2,1,1,1,1,1,1,1,2,1,1
1037,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,15,1,1,1,1,2,2,2,2,1,1,1,1,2
1038,3,63,2,1,0,2,1,1,1,1,2,2,2,1,1,3,79,2,2,1,2,2,2,2,2,2,2,2,2,2
1039,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,5,1,1,1,1,2,2,1,1,2,2,1,1,2
1040,4,107,1,2,2,2,2,2,2,2,2,2,2,2,2,4,83,2,2,2,2,2,2,2,2,2,2,2,2,2
1041,3,52,1,1,1,1,1,2,1,2,2,2,1,2,2,4,36,2,2,2,2,2,2,2,2,2,2,1,2,2
1042,3,88,2,2,1,1,2,1,1,2,1,1,2,1,0,3,34,2,2,2,2,2,2,2,1,1,1,1,1,1
1043,3,29,2,1,1,2,1,2,2,1,2,2,1,2,1,4,50,2,2,2,2,1,1,2,2,2,2,1,2,1
1044,2,64,2,2,2,2,2,1,2,1,2,1,2,1,1,3,47,2,2,2,2,2,1,2,1,1,1,1,1,1
1045,3,80,2,2,1,2,2,2,2,2,2,1,1,2,1,3,108,1,2,2,2,1,2,2,2,1,2,1,2,2
1046,2,51,2,2,1,1,2,2,2,1,2,2,2,2,1,3,70,2,2,1,1,2,2,2,2,1,1,2,2,2
1047,3,9,1,2,1,2,2,1,1,0,1,1,1,2,1,4,63,1,1,2,2,2,1,2,1,1,2,1,1,1
1048,1,0,2,2,2,1,1,2,1,2,2,2,1,1,1,3,40,1,2,1,2,2,1,1,1,1,1,1,1,1
1049,3,30,2,2,2,2,1,2,2,2,2,2,1,1,1,4,45,2,2,2,2,2,2,2,2,2,2,2,2,2
1050,3,53,2,2,1,2,2,2,2,1,2,2,2,2,1,3,107,2,2,2,2,2,2,2,2,2,2,1,2,2
1051,3,96,0,1,1,2,1,1,1,2,2,1,1,1,1,3,103,1,1,1,1,1,2,2,1,1,1,1,1,2
1052,3,62,2,2,2,2,2,2,2,2,2,2,2,2,2,3,98,2,2,2,2,2,2,2,2,2,2,2,1,1
1053,2,25,2,2,1,2,0,1,1,1,1,2,2,0,0,3,23,2,2,1,2,2,2,1,1,1,1,1,1,0
1054,1,63,1,1,1,1,0,1,1,1,1,2,1,1,0,2,91,1,1,1,1,2,2,1,2,1,1,1,1,0
1055,2,30,1,2,1,2,2,2,1,1,2,2,2,1,2,4,0,2,2,2,2,2,2,2,1,1,2,2,1,1
1056,3,143,1,1,1,2,1,2,2,1,1,1,1,2,1,4,57,2,2,2,2,2,2,2,1,2,2,2,2,1
1057,3,67,2,2,1,2,2,2,2,2,2,2,2,1,2,4,46,2,2,2,2,2,2,2,2,2,2,2,2,2
1058,2,39,1,2,1,2,1,1,1,2,1,2,1,1,1,3,48,2,2,1,2,1,1,1,1,1,2,1,1,1
1059,1,73,1,1,2,1,2,2,1,1,2,2,2,1,1,2,17,1,1,0,1,1,2,2,1,2,2,2,1,2
1060,3,28,1,1,2,1,2,1,1,2,2,1,2,2,2,3,60,1,1,1,1,2,1,2,1,1,1,1,1,1
1061,2,67,2,2,1,2,2,1,1,1,1,1,1,1,1,3,85,2,2,2,2,2,2,2,1,2,1,1,1,1
1062,2,49,2,2,1,1,2,1,2,2,1,2,2,1,1,3,27,2,1,1,1,2,2,2,2,1,1,2,1,1
1063,3,79,2,2,2,2,1,1,2,1,1,1,2,1,1,4,14,2,2,2,2,2,2,2,2,2,2,2,1,2
1064,3,52,1,1,1,1,1,1,1,2,2,1,1,1,1,3,63,1,2,1,1,2,2,1,2,2,2,1,1,1
1065,1,34,1,1,0,1,1,0,1,1,1,1,1,0,0,2,28,1,1,1,1,1,1,2,1,1,1,1,1,1
1066,2,70,0,1,1,1,1,1,1,2,2,1,0,2,1,3,51,1,1,2,1,1,1,2,1,1,2,1,2,1
1067,4,11,2,2,2,2,1,2,2,2,2,2,1,1,0,3,18,2,2,2,2,1,1,1,1,2,1,2,2,1
1068,3,139,1,2,2,2,2,2,2,2,2,2,1,2,2,4,98,2,2,2,2,2,2,2,2,2,2,1,2,1
1069,3,45,2,1,2,1,2,1,1,1,1,1,0,2,1,2,78,2,2,1,1,1,1,1,1,1,1,1,1,1
1070,3,4,2,2,2,1,2,1,1,1,1,1,1,2,1,4,36,2,2,2,2,1,2,2,2,1,2,2,2,2
1071,2,98,1,2,1,2,1,1,1,1,1,1,2,1,0,2,129,1,1,1,2,1,0,1,1,1,0,0,0,0
1072,2,89,1,2,0,1,1,2,1,2,1,2,2,1,1,3,55,1,1,1,2,2,2,2,2,2,2,1,1,1
1073,2,50,2,2,2,2,2,2,2,1,2,2,1,1,1,3,49,2,2,2,2,1,2,2,2,2,2,2,2,2
1074,2,0,1,2,1,1,2,1,2,1,1,1,1,1,0,2,0,1,2,1,1,1,1,1,1,1,1,1,0,0
1075,3,60,1,2,2,2,2,2,2,2,2,1,1,2,1,4,77,2,2,2,2,2,1,2,2,1,2,2,2,2
1076,3,19,2,2,2,2,2,2,2,1,2,2,2,2,2,4,7,1,2,2,2,2,2,2,2,2,2,1,1,1
1077,3,68,2,2,2,2,1,1,1,2,2,2,2,1,2,4,30,2,2,2,2,2,2,2,2,2,2,2,2,2
1078,3,118,2,1,1,1,1,1,2,1,1,1,1,1,0,3,58,2,2,2,2,2,2,2,1,2,1,1,1,2
1079,3,135,2,2,2,2,2,2,2,2,2,2,2,1,1,4,97,1,2,2,2,2,2,2,2,2,2,2,1,1
1080,4,8,2,1,1,1,1,1,2,1,1,1,1,1,1,3,12,2,1,1,1,1,1,1,1,1,1,1,1,1
1081,3,98,2,1,2,2,1,2,1,1,2,1,2,2,2,3,17,2,2,2,2,2,2,1,2,2,2,1,2,2
1082,3,0,0,2,2,1,1,2,1,1,1,2,1,2,1,3,25,1,2,2,2,1,1,1,1,1,1,2,0,1
1083,4,28,2,2,2,2,2,2,2,2,2,1,1,2,2,4,77,2,2,2,2,2,2,2,2,2,2,2,1,2
1084,3,104,2,2,1,1,2,1,1,1,1,1,1,2,1,2,111,2,2,1,1,1,1,1,0,0,1,1,1,1
1085,3,29,1,2,2,1,1,1,1,1,2,2,1,2,1,3,15,1,2,1,1,1,1,1,2,2,2,2,2,2
1086,3,34,1,1,1,2,2,1,2,1,2,2,1,2,1,4,21,2,2,2,2,2,2,2,2,2,2,2,2,2
1087,2,60,0,1,1,1,2,2,1,1,1,1,1,1,1,2,20,1,2,1,2,1,1,2,2,2,2,1,2,2
1088,4,53,1,2,2,2,2,1,2,2,2,2,2,2,2,3,117,2,2,1,2,1,1,2,1,2,2,2,2,2
1089,3,79,1,0,1,2,1,2,1,1,1,2,1,1,1,4,37,2,2,2,2,2,2,2,2,2,2,2,2,2
1090,1,139,2,2,1,1,2,1,2,2,2,2,2,1,1,3,121,1,1,0,1,1,2,1,1,2,1,1,1,1
1091,2,91,1,1,0,2,1,1,1,1,1,1,1,1,1,2,62,2,1,1,1,2,1,2,1,1,1,1,1,1
1092,2,66,2,2,1,2,2,2,2,1,2,2,2,1,1,4,26,2,2,2,2,2,2,2,2,2,2,2,2,2
1093,4,121,2,2,2,2,2,2,2,2,2,1,1,2,1,4,96,2,2,2,2,2,2,2,2,2,2,1,2,2
1094,3,97,1,2,1,2,2,2,2,2,2,2,2,2,2,2,108,2,2,1,2,2,2,2,2,2,2,0,1,2
1095,2,100,2,2,1,2,2,1,1,1,1,1,1,1,2,3,53,2,2,2,2,2,2,2,2,1,2,1,1,2
1096,3,0,2,1,2,2,1,1,1,0,1,1,1,0,0,2,0,2,1,2,2,2,1,1,1,1,1,1,1,1
1097,4,13,2,2,2,1,2,2,2,1,2,2,2,1,1,4,10,2,2,1,2,2,2,2,2,2,2,2,1,1
1098,3,87,2,2,1,1,1,1,1,0,1,1,1,1,0,2,85,2,2,1,2,1,1,1,0,1,0,1,0,0
1099,4,53,1,2,1,2,1,2,2,2,2,1,2,2,2,3,57,2,2,1,2,2,2,2,2,2,2,2,1,2
1100,4,8,2,2,2,2,2,2,2,1,2,1,2,2,2,4,20,2,2,2,2,2,2,2,2,2,2,2,2,2
1101,3,97,1,1,1,2,1,2,1,1,2,2,1,2,1,3,50,1,2,1,1,2,2,2,1,1,1,1,1,2
1102,4,123,2,2,2,2,1,1,2,1,1,2,2,1,1,4,24,2,2,2,2,2,2,1,2,2,2,2,2,1
1103,3,39,2,2,2,2,2,2,2,2,2,2,1,1,1,3,74,2,2,2,2,1,2,2,2,2,2,1,1,1
1104,2,93,1,1,1,1,2,2,2,2,1,2,1,1,2,4,16,2,1,2,2,1,1,1,2,1,1,1,1,1
1105,3,31,1,2,2,2,2,2,2,2,2,2,2,1,1,3,33,1,2,1,2,2,2,2,2,2,2,2,2,2
1106,3,159,2,2,2,2,2,2,2,2,2,1,2,1,1,4,54,1,2,2,1,2,2,2,2,2,2,2,1,2
1107,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1108,2,69,2,2,1,2,1,2,1,1,1,2,2,1,1,3,53,1,1,1,1,2,2,1,1,1,2,2,1,1
1109,4,75,2,2,2,2,2,1,1,1,1,2,2,2,1,4,83,2,2,2,2,2,2,2,2,2,2,2,2,1
1110,2,39,1,2,1,1,2,2,1,2,2,1,1,2,1,2,29,1,1,1,1,1,1,1,1,2,2,1,1,1
